[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.296 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.28 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.328 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.64 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.375 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.359 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.328 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.328 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.296 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.328 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.28 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.327 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
